employee code,   year, month,  day,  hour, mint,machine, status 
65,2022,5,2,11,48,1,2
77,2022,5,2,11,54,1,1
72,2022,5,2,11,56,1,1
74,2022,5,2,12,9,1,1
16,2022,5,2,13,12,1,2
18,2022,5,2,13,36,1,2
67,2022,5,2,13,55,1,2
46,2022,5,2,13,55,1,1
42,2022,5,2,13,55,1,1
45,2022,5,2,13,56,1,1
40,2022,5,2,13,56,1,2
88,2022,5,2,13,57,1,1
93,2022,5,2,14,0,1,1
3,2022,5,2,14,2,1,1
35,2022,5,2,14,4,1,1
9,2022,5,2,14,4,1,1
78,2022,5,2,14,6,1,1
6,2022,5,2,14,8,1,2
44,2022,5,2,14,9,1,2
41,2022,5,2,14,10,1,2
60,2022,5,2,14,17,1,2
58,2022,5,2,14,17,1,1
53,2022,5,2,14,18,1,2
80,2022,5,2,14,18,1,2
51,2022,5,2,14,22,1,2
92,2022,5,2,14,22,1,2
37,2022,5,2,14,32,1,2
73,2022,5,2,14,33,1,2
87,2022,5,2,14,41,1,1
32,2022,5,2,14,58,1,1
34,2022,5,2,15,2,1,1
47,2022,5,2,15,14,1,2
57,2022,5,2,15,31,1,2
24,2022,5,2,15,43,1,2
25,2022,5,2,15,46,1,2
14,2022,5,2,16,1,1,2
39,2022,5,2,16,8,1,1
89,2022,5,2,16,57,1,2
38,2022,5,2,17,4,1,2
74,2022,5,2,17,30,1,2
12,2022,5,2,17,35,1,2
64,2022,5,2,17,48,1,2
69,2022,5,2,17,53,1,2
71,2022,5,2,17,55,1,2
72,2022,5,2,17,59,1,2
77,2022,5,2,18,0,1,2
15,2022,5,2,18,4,1,2
55,2022,5,2,18,10,1,2
31,2022,5,2,18,28,1,2
18,2022,5,2,19,36,1,2
85,2022,5,2,19,43,1,1
70,2022,5,2,19,43,1,1
66,2022,5,2,19,56,1,1
83,2022,5,2,19,56,1,2
86,2022,5,2,19,57,1,1
26,2022,5,2,19,58,1,2
76,2022,5,2,19,59,1,1
75,2022,5,2,20,4,1,1
48,2022,5,2,20,5,1,1
50,2022,5,2,20,6,1,1
57,2022,5,2,20,16,1,1
7,2022,5,2,20,16,1,1
88,2022,5,2,20,17,1,2
3,2022,5,2,20,18,1,2
42,2022,5,2,20,18,1,2
9,2022,5,2,20,19,1,2
11,2022,5,2,20,19,1,1
78,2022,5,2,20,23,1,2
45,2022,5,2,20,45,1,2
28,2022,5,2,20,51,1,2
27,2022,5,2,21,55,1,2
93,2022,5,2,22,17,1,2
13,2022,5,2,22,20,1,2
21,2022,5,2,23,0,1,1
20,2022,5,2,23,10,1,2
68,2022,5,3,0,6,1,2
44,2022,5,3,7,50,1,1
50,2022,5,3,7,56,1,2
85,2022,5,3,7,56,1,2
7,2022,5,3,7,56,1,2
48,2022,5,3,7,58,1,2
70,2022,5,3,7,58,1,1
51,2022,5,3,8,1,1,1
92,2022,5,3,8,3,1,1
75,2022,5,3,8,4,1,2
11,2022,5,3,8,5,1,2
76,2022,5,3,8,9,1,2
81,2022,5,3,8,11,1,2
86,2022,5,3,8,18,1,2
93,2022,5,3,8,57,1,1
28,2022,5,3,9,0,1,1
65,2022,5,3,9,15,1,1
21,2022,5,3,10,7,1,2
38,2022,5,3,10,51,1,2
44,2022,5,3,13,47,1,2
51,2022,5,3,14,30,1,2
92,2022,5,3,14,30,1,2
93,2022,5,3,18,23,1,2
82,2022,5,3,19,44,1,1
83,2022,5,3,19,44,1,2
70,2022,5,3,19,47,1,1
8,2022,5,3,19,58,1,1
50,2022,5,3,20,2,1,1
86,2022,5,3,20,3,1,1
53,2022,5,3,20,5,1,2
52,2022,5,3,20,7,1,1
81,2022,5,3,20,7,1,1
76,2022,5,3,20,8,1,2
48,2022,5,3,20,15,1,1
61,2022,5,3,20,18,1,1
28,2022,5,3,20,51,1,2
65,2022,5,3,20,52,1,2
39,2022,5,3,21,20,1,1
21,2022,5,3,21,54,1,1
44,2022,5,4,7,44,1,1
82,2022,5,4,7,44,1,2
59,2022,5,4,7,48,1,1
52,2022,5,4,7,55,1,2
51,2022,5,4,8,4,1,1
80,2022,5,4,8,8,1,1
50,2022,5,4,8,9,1,2
8,2022,5,4,8,9,1,2
92,2022,5,4,8,9,1,1
83,2022,5,4,8,10,1,1
86,2022,5,4,8,10,1,2
48,2022,5,4,8,13,1,2
41,2022,5,4,8,25,1,1
76,2022,5,4,8,29,1,2
20,2022,5,4,8,58,1,1
21,2022,5,4,9,2,1,2
27,2022,5,4,10,12,1,1
3,2022,5,4,13,55,1,1
86,2022,5,4,13,57,1,1
92,2022,5,4,14,20,1,2
41,2022,5,4,14,30,1,2
44,2022,5,4,14,38,1,2
61,2022,5,4,15,15,1,1
38,2022,5,4,15,22,1,1
53,2022,5,4,19,28,1,2
80,2022,5,4,19,44,1,2
40,2022,5,4,19,47,1,1
70,2022,5,4,19,48,1,1
71,2022,5,4,19,52,1,1
82,2022,5,4,19,53,1,1
59,2022,5,4,20,0,1,2
76,2022,5,4,20,6,1,1
49,2022,5,4,20,6,1,1
83,2022,5,4,20,8,1,2
75,2022,5,4,20,10,1,2
3,2022,5,4,20,10,1,2
48,2022,5,4,20,36,1,1
21,2022,5,4,20,48,1,2
20,2022,5,4,21,13,1,2
62,2022,5,4,21,33,1,1
27,2022,5,4,21,57,1,2
82,2022,5,5,7,46,1,2
53,2022,5,5,7,49,1,1
83,2022,5,5,7,51,1,1
72,2022,5,5,7,55,1,1
51,2022,5,5,7,58,1,1
68,2022,5,5,7,58,1,1
48,2022,5,5,8,0,1,2
58,2022,5,5,8,5,1,2
9,2022,5,5,8,8,1,1
75,2022,5,5,8,10,1,2
49,2022,5,5,8,10,1,2
86,2022,5,5,8,11,1,2
60,2022,5,5,8,13,1,2
71,2022,5,5,8,16,1,2
40,2022,5,5,8,17,1,2
92,2022,5,5,8,28,1,1
41,2022,5,5,8,33,1,1
76,2022,5,5,8,39,1,2
38,2022,5,5,8,47,1,2
28,2022,5,5,8,59,1,1
89,2022,5,5,9,2,1,1
62,2022,5,5,9,20,1,2
21,2022,5,5,10,14,1,1
45,2022,5,5,13,58,1,1
3,2022,5,5,14,0,1,1
60,2022,5,5,14,2,1,1
92,2022,5,5,14,5,1,2
53,2022,5,5,14,15,1,2
58,2022,5,5,14,21,1,2
72,2022,5,5,14,32,1,2
37,2022,5,5,14,40,1,2
41,2022,5,5,14,42,1,2
39,2022,5,5,15,39,1,2
68,2022,5,5,18,26,1,2
83,2022,5,5,18,49,1,2
70,2022,5,5,19,36,1,1
8,2022,5,5,19,41,1,1
82,2022,5,5,19,41,1,1
40,2022,5,5,19,48,1,1
52,2022,5,5,19,49,1,1
3,2022,5,5,19,57,1,2
75,2022,5,5,20,2,1,2
45,2022,5,5,20,3,1,2
76,2022,5,5,20,6,1,1
49,2022,5,5,20,7,1,1
85,2022,5,5,20,7,1,1
71,2022,5,5,20,8,1,1
37,2022,5,5,20,8,1,1
51,2022,5,5,20,11,1,2
9,2022,5,5,20,42,1,2
28,2022,5,5,21,7,1,2
82,2022,5,6,7,46,1,2
47,2022,5,6,7,51,1,1
59,2022,5,6,7,54,1,1
51,2022,5,6,7,54,1,1
23,2022,5,6,8,0,1,1
68,2022,5,6,8,0,1,1
44,2022,5,6,8,3,1,1
53,2022,5,6,8,4,1,1
52,2022,5,6,8,4,1,2
58,2022,5,6,8,4,1,2
67,2022,5,6,8,5,1,1
8,2022,5,6,8,9,1,2
75,2022,5,6,8,9,1,2
60,2022,5,6,8,10,1,2
49,2022,5,6,8,10,1,2
66,2022,5,6,8,11,1,2
85,2022,5,6,8,12,1,2
41,2022,5,6,8,13,1,1
73,2022,5,6,8,15,1,1
92,2022,5,6,8,16,1,1
81,2022,5,6,8,29,1,2
64,2022,5,6,8,29,1,1
40,2022,5,6,8,33,1,2
56,2022,5,6,8,42,1,2
76,2022,5,6,8,45,1,2
65,2022,5,6,8,48,1,1
69,2022,5,6,9,9,1,2
14,2022,5,6,9,20,1,1
20,2022,5,6,9,25,1,1
6,2022,5,6,9,36,1,1
27,2022,5,6,9,55,1,1
12,2022,5,6,10,20,1,1
15,2022,5,6,10,27,1,1
13,2022,5,6,10,48,1,1
16,2022,5,6,10,49,1,1
2,2022,5,6,10,50,1,1
29,2022,5,6,10,52,1,1
71,2022,5,6,11,0,1,1
26,2022,5,6,11,14,1,1
77,2022,5,6,13,37,1,1
44,2022,5,6,13,41,1,2
40,2022,5,6,13,42,1,1
74,2022,5,6,13,44,1,1
93,2022,5,6,13,51,1,1
67,2022,5,6,13,53,1,2
42,2022,5,6,13,55,1,1
60,2022,5,6,13,56,1,1
45,2022,5,6,13,56,1,1
9,2022,5,6,13,57,1,1
3,2022,5,6,13,59,1,1
46,2022,5,6,13,59,1,1
6,2022,5,6,14,4,1,2
53,2022,5,6,14,5,1,2
41,2022,5,6,14,5,1,2
78,2022,5,6,14,7,1,1
58,2022,5,6,14,8,1,1
73,2022,5,6,14,11,1,2
87,2022,5,6,14,12,1,1
51,2022,5,6,14,13,1,2
47,2022,5,6,14,14,1,2
18,2022,5,6,14,14,1,2
88,2022,5,6,14,15,1,2
35,2022,5,6,14,16,1,1
37,2022,5,6,14,23,1,1
56,2022,5,6,14,42,1,1
72,2022,5,6,14,54,1,1
34,2022,5,6,14,55,1,1
31,2022,5,6,14,55,1,1
23,2022,5,6,14,57,1,2
2,2022,5,6,15,0,1,1
43,2022,5,6,15,14,1,1
16,2022,5,6,15,15,1,2
22,2022,5,6,15,18,1,1
17,2022,5,6,15,20,1,1
57,2022,5,6,15,24,1,1
32,2022,5,6,15,25,1,1
33,2022,5,6,15,29,1,1
25,2022,5,6,15,48,1,1
14,2022,5,6,15,52,1,2
55,2022,5,6,16,21,1,2
39,2022,5,6,16,34,1,1
38,2022,5,6,16,45,1,2
27,2022,5,6,18,1,1,2
71,2022,5,6,18,2,1,2
12,2022,5,6,18,21,1,2
15,2022,5,6,19,22,1,2
85,2022,5,6,19,48,1,1
74,2022,5,6,19,49,1,2
11,2022,5,6,19,53,1,1
52,2022,5,6,19,56,1,1
70,2022,5,6,19,57,1,1
86,2022,5,6,20,0,1,1
7,2022,5,6,20,1,1,1
26,2022,5,6,20,1,1,2
3,2022,5,6,20,3,1,2
9,2022,5,6,20,3,1,2
57,2022,5,6,20,3,1,2
76,2022,5,6,20,3,1,1
37,2022,5,6,20,4,1,1
50,2022,5,6,20,5,1,2
75,2022,5,6,20,6,1,1
59,2022,5,6,20,9,1,2
48,2022,5,6,20,10,1,1
92,2022,5,6,20,10,1,2
49,2022,5,6,20,12,1,1
77,2022,5,6,20,12,1,2
79,2022,5,6,20,14,1,2
93,2022,5,6,20,15,1,2
78,2022,5,6,20,22,1,2
46,2022,5,6,20,23,1,2
45,2022,5,6,20,24,1,2
43,2022,5,6,20,24,1,2
42,2022,5,6,20,25,1,2
88,2022,5,6,20,25,1,2
82,2022,5,6,20,37,1,1
13,2022,5,6,20,40,1,1
18,2022,5,6,20,40,1,1
72,2022,5,6,20,46,1,1
65,2022,5,6,20,51,1,2
55,2022,5,6,20,53,1,2
28,2022,5,6,20,53,1,2
21,2022,5,6,20,54,1,1
29,2022,5,6,20,54,1,1
64,2022,5,6,20,55,1,2
69,2022,5,6,21,5,1,2
20,2022,5,6,21,17,1,2
81,2022,5,6,21,20,1,2
17,2022,5,6,21,26,1,2
34,2022,5,6,21,49,1,2
31,2022,5,6,21,49,1,2
35,2022,5,6,21,56,1,2
33,2022,5,6,21,56,1,2
22,2022,5,6,21,58,1,2
87,2022,5,6,22,1,1,2
32,2022,5,6,22,1,1,2
68,2022,5,6,23,7,1,2
82,2022,5,7,7,47,1,2
47,2022,5,7,7,50,1,1
86,2022,5,7,7,52,1,2
92,2022,5,7,7,53,1,1
44,2022,5,7,7,53,1,1
53,2022,5,7,7,54,1,1
23,2022,5,7,7,55,1,1
52,2022,5,7,7,55,1,2
51,2022,5,7,7,57,1,1
59,2022,5,7,7,57,1,1
58,2022,5,7,7,58,1,1
93,2022,5,7,8,0,1,1
49,2022,5,7,8,2,1,2
50,2022,5,7,8,2,1,2
67,2022,5,7,8,5,1,1
60,2022,5,7,8,6,1,2
48,2022,5,7,8,6,1,2
68,2022,5,7,8,7,1,1
75,2022,5,7,8,8,1,2
85,2022,5,7,8,10,1,2
7,2022,5,7,8,10,1,2
66,2022,5,7,8,10,1,2
11,2022,5,7,8,14,1,2
73,2022,5,7,8,15,1,1
40,2022,5,7,8,22,1,1
41,2022,5,7,8,40,1,1
56,2022,5,7,8,52,1,1
76,2022,5,7,8,58,1,2
28,2022,5,7,8,59,1,1
65,2022,5,7,9,3,1,1
14,2022,5,7,9,5,1,1
69,2022,5,7,9,7,1,2
6,2022,5,7,9,8,1,1
81,2022,5,7,9,8,1,1
62,2022,5,7,9,11,1,2
20,2022,5,7,9,32,1,2
27,2022,5,7,9,51,1,1
21,2022,5,7,10,1,1,2
12,2022,5,7,10,14,1,1
13,2022,5,7,10,36,1,1
29,2022,5,7,10,50,1,1
16,2022,5,7,10,50,1,1
15,2022,5,7,10,59,1,1
71,2022,5,7,11,27,1,1
2,2022,5,7,11,41,1,1
26,2022,5,7,11,42,1,1
74,2022,5,7,13,28,1,1
72,2022,5,7,13,52,1,1
40,2022,5,7,13,54,1,1
78,2022,5,7,13,55,1,1
42,2022,5,7,13,55,1,1
45,2022,5,7,13,56,1,1
67,2022,5,7,13,56,1,1
88,2022,5,7,13,56,1,1
44,2022,5,7,13,57,1,2
43,2022,5,7,13,57,1,1
60,2022,5,7,13,59,1,1
3,2022,5,7,14,0,1,1
9,2022,5,7,14,4,1,1
92,2022,5,7,14,4,1,2
46,2022,5,7,14,4,1,1
79,2022,5,7,14,4,1,2
18,2022,5,7,14,6,1,1
53,2022,5,7,14,6,1,2
6,2022,5,7,14,12,1,2
58,2022,5,7,14,14,1,2
35,2022,5,7,14,15,1,2
51,2022,5,7,14,19,1,2
47,2022,5,7,14,26,1,2
22,2022,5,7,14,35,1,1
73,2022,5,7,14,42,1,1
34,2022,5,7,14,50,1,1
55,2022,5,7,14,51,1,1
41,2022,5,7,14,57,1,2
56,2022,5,7,14,59,1,2
23,2022,5,7,15,10,1,2
17,2022,5,7,15,11,1,2
16,2022,5,7,15,12,1,2
31,2022,5,7,15,13,1,1
57,2022,5,7,15,27,1,1
87,2022,5,7,15,27,1,1
32,2022,5,7,15,34,1,1
39,2022,5,7,16,13,1,1
71,2022,5,7,17,57,1,1
12,2022,5,7,18,3,1,2
8,2022,5,7,19,34,1,1
85,2022,5,7,19,54,1,1
3,2022,5,7,19,56,1,2
68,2022,5,7,19,57,1,2
48,2022,5,7,19,57,1,1
52,2022,5,7,19,58,1,1
70,2022,5,7,19,58,1,1
93,2022,5,7,20,0,1,2
91,2022,5,7,20,0,1,1
76,2022,5,7,20,1,1,1
26,2022,5,7,20,2,1,2
86,2022,5,7,20,3,1,1
49,2022,5,7,20,4,1,1
9,2022,5,7,20,6,1,2
57,2022,5,7,20,6,1,2
50,2022,5,7,20,7,1,1
82,2022,5,7,20,8,1,1
79,2022,5,7,20,11,1,1
59,2022,5,7,20,12,1,2
61,2022,5,7,20,14,1,1
69,2022,5,7,20,14,1,2
66,2022,5,7,20,14,1,1
43,2022,5,7,20,14,1,2
42,2022,5,7,20,18,1,2
46,2022,5,7,20,18,1,2
45,2022,5,7,20,19,1,2
18,2022,5,7,20,21,1,2
15,2022,5,7,20,22,1,2
78,2022,5,7,20,27,1,2
88,2022,5,7,20,31,1,2
65,2022,5,7,20,51,1,2
62,2022,5,7,20,53,1,1
35,2022,5,7,20,54,1,2
21,2022,5,7,20,55,1,1
87,2022,5,7,20,57,1,2
32,2022,5,7,20,57,1,2
28,2022,5,7,20,58,1,2
55,2022,5,7,21,0,1,2
64,2022,5,7,21,3,1,2
72,2022,5,7,21,8,1,2
20,2022,5,7,21,16,1,2
81,2022,5,7,21,19,1,2
17,2022,5,7,21,39,1,2
22,2022,5,7,21,52,1,2
27,2022,5,7,21,57,1,2
13,2022,5,7,22,19,1,2
82,2022,5,8,7,50,1,2
86,2022,5,8,7,52,1,2
47,2022,5,8,7,53,1,1
11,2022,5,8,7,55,1,1
45,2022,5,8,7,56,1,1
52,2022,5,8,7,57,1,2
58,2022,5,8,8,2,1,2
66,2022,5,8,8,4,1,2
49,2022,5,8,8,4,1,2
48,2022,5,8,8,4,1,2
42,2022,5,8,8,4,1,1
50,2022,5,8,8,6,1,2
8,2022,5,8,8,7,1,2
60,2022,5,8,8,7,1,2
91,2022,5,8,8,14,1,2
40,2022,5,8,8,19,1,2
81,2022,5,8,8,31,1,2
65,2022,5,8,8,48,1,2
21,2022,5,8,9,0,1,2
83,2022,5,8,9,28,1,2
76,2022,5,8,9,33,1,2
27,2022,5,8,9,52,1,1
38,2022,5,8,10,10,1,1
40,2022,5,8,13,55,1,1
60,2022,5,8,13,57,1,1
43,2022,5,8,13,58,1,1
46,2022,5,8,14,10,1,1
45,2022,5,8,14,19,1,2
58,2022,5,8,14,21,1,2
47,2022,5,8,14,26,1,2
91,2022,5,8,19,47,1,1
86,2022,5,8,19,59,1,1
52,2022,5,8,20,1,1,1
81,2022,5,8,20,1,1,1
11,2022,5,8,20,2,1,2
11,2022,5,8,20,3,1,1
7,2022,5,8,20,6,1,1
48,2022,5,8,20,8,1,1
75,2022,5,8,20,8,1,1
50,2022,5,8,20,9,1,1
43,2022,5,8,20,19,1,2
42,2022,5,8,20,21,1,2
46,2022,5,8,20,21,1,2
78,2022,5,8,20,34,1,2
21,2022,5,8,20,54,1,1
39,2022,5,8,21,4,1,1
62,2022,5,8,21,7,1,1
82,2022,5,8,21,21,1,1
83,2022,5,8,21,21,1,2
65,2022,5,8,21,21,1,2
38,2022,5,8,21,46,1,2
27,2022,5,8,21,55,1,2
59,2022,5,9,7,43,1,1
53,2022,5,9,7,45,1,1
23,2022,5,9,7,48,1,1
92,2022,5,9,7,52,1,1
44,2022,5,9,7,53,1,1
52,2022,5,9,7,56,1,2
91,2022,5,9,7,58,1,2
83,2022,5,9,7,58,1,1
51,2022,5,9,8,1,1,1
48,2022,5,9,8,2,1,1
50,2022,5,9,8,2,1,2
86,2022,5,9,8,2,1,2
73,2022,5,9,8,4,1,2
58,2022,5,9,8,5,1,2
68,2022,5,9,8,6,1,1
67,2022,5,9,8,7,1,1
60,2022,5,9,8,10,1,2
80,2022,5,9,8,10,1,1
11,2022,5,9,8,19,1,2
75,2022,5,9,8,19,1,2
41,2022,5,9,8,20,1,1
40,2022,5,9,8,37,1,2
7,2022,5,9,8,44,1,2
81,2022,5,9,8,53,1,2
65,2022,5,9,8,56,1,1
20,2022,5,9,9,4,1,1
28,2022,5,9,9,5,1,1
56,2022,5,9,9,7,1,1
89,2022,5,9,9,11,1,1
14,2022,5,9,9,12,1,1
6,2022,5,9,9,33,1,1
62,2022,5,9,9,36,1,2
24,2022,5,9,9,53,1,2
21,2022,5,9,9,58,1,2
27,2022,5,9,9,59,1,2
15,2022,5,9,10,15,1,1
12,2022,5,9,10,20,1,1
29,2022,5,9,10,26,1,1
16,2022,5,9,10,52,1,1
13,2022,5,9,10,53,1,1
38,2022,5,9,11,0,1,1
71,2022,5,9,11,7,1,1
26,2022,5,9,11,7,1,1
74,2022,5,9,13,45,1,1
93,2022,5,9,13,45,1,1
18,2022,5,9,13,46,1,1
44,2022,5,9,13,55,1,2
77,2022,5,9,13,55,1,1
78,2022,5,9,13,56,1,1
40,2022,5,9,13,56,1,1
42,2022,5,9,14,1,1,1
45,2022,5,9,14,1,1,1
88,2022,5,9,14,1,1,1
60,2022,5,9,14,1,1,1
3,2022,5,9,14,2,1,1
9,2022,5,9,14,2,1,1
46,2022,5,9,14,3,1,1
80,2022,5,9,14,4,1,2
53,2022,5,9,14,7,1,2
67,2022,5,9,14,7,1,2
43,2022,5,9,14,10,1,1
35,2022,5,9,14,10,1,1
6,2022,5,9,14,10,1,2
58,2022,5,9,14,11,1,2
92,2022,5,9,14,13,1,2
79,2022,5,9,14,15,1,2
41,2022,5,9,14,21,1,2
73,2022,5,9,14,23,1,2
37,2022,5,9,14,31,1,1
72,2022,5,9,14,45,1,1
34,2022,5,9,14,46,1,1
55,2022,5,9,14,48,1,1
56,2022,5,9,14,57,1,1
23,2022,5,9,15,0,1,2
16,2022,5,9,15,9,1,2
17,2022,5,9,15,10,1,2
32,2022,5,9,15,13,1,2
31,2022,5,9,15,14,1,1
57,2022,5,9,15,30,1,1
87,2022,5,9,15,43,1,1
25,2022,5,9,15,47,1,1
14,2022,5,9,16,1,1,2
39,2022,5,9,16,32,1,1
89,2022,5,9,17,0,1,2
38,2022,5,9,17,4,1,2
26,2022,5,9,17,34,1,2
71,2022,5,9,17,57,1,2
24,2022,5,9,18,7,1,2
8,2022,5,9,19,49,1,1
91,2022,5,9,19,50,1,1
82,2022,5,9,19,52,1,1
83,2022,5,9,19,54,1,2
93,2022,5,9,19,56,1,2
74,2022,5,9,19,56,1,2
3,2022,5,9,19,58,1,2
52,2022,5,9,19,59,1,1
85,2022,5,9,20,0,1,1
86,2022,5,9,20,2,1,1
76,2022,5,9,20,3,1,1
77,2022,5,9,20,3,1,2
15,2022,5,9,20,4,1,2
59,2022,5,9,20,4,1,2
50,2022,5,9,20,4,1,1
75,2022,5,9,20,5,1,1
49,2022,5,9,20,5,1,1
48,2022,5,9,20,9,1,1
70,2022,5,9,20,9,1,1
57,2022,5,9,20,9,1,1
9,2022,5,9,20,11,1,2
61,2022,5,9,20,12,1,1
37,2022,5,9,20,12,1,2
51,2022,5,9,20,14,1,2
43,2022,5,9,20,14,1,2
66,2022,5,9,20,15,1,1
79,2022,5,9,20,17,1,1
88,2022,5,9,20,17,1,2
42,2022,5,9,20,18,1,2
45,2022,5,9,20,18,1,2
46,2022,5,9,20,19,1,2
18,2022,5,9,20,20,1,2
62,2022,5,9,20,35,1,1
78,2022,5,9,20,39,1,2
21,2022,5,9,20,44,1,1
72,2022,5,9,20,45,1,1
55,2022,5,9,20,51,1,2
34,2022,5,9,20,56,1,2
29,2022,5,9,20,58,1,2
29,2022,5,9,21,0,1,2
87,2022,5,9,21,0,1,2
35,2022,5,9,21,0,1,2
28,2022,5,9,21,0,1,2
65,2022,5,9,21,1,1,2
31,2022,5,9,21,8,1,2
20,2022,5,9,21,15,1,2
81,2022,5,9,21,22,1,2
17,2022,5,9,21,33,1,2
22,2022,5,9,21,53,1,2
13,2022,5,9,22,9,1,2
27,2022,5,9,22,53,1,2
68,2022,5,9,23,25,1,2
82,2022,5,10,7,44,1,2
51,2022,5,10,7,45,1,1
86,2022,5,10,7,47,1,2
23,2022,5,10,7,48,1,1
44,2022,5,10,7,49,1,1
52,2022,5,10,7,50,1,2
41,2022,5,10,8,2,1,1
73,2022,5,10,8,2,1,1
67,2022,5,10,8,3,1,1
53,2022,5,10,8,4,1,1
61,2022,5,10,8,4,1,2
8,2022,5,10,8,4,1,2
80,2022,5,10,8,5,1,1
68,2022,5,10,8,5,1,1
58,2022,5,10,8,5,1,1
75,2022,5,10,8,8,1,2
48,2022,5,10,8,8,1,2
49,2022,5,10,8,9,1,2
50,2022,5,10,8,10,1,2
83,2022,5,10,8,10,1,1
91,2022,5,10,8,11,1,2
60,2022,5,10,8,12,1,2
66,2022,5,10,8,15,1,2
40,2022,5,10,8,32,1,2
85,2022,5,10,8,34,1,2
81,2022,5,10,8,44,1,2
65,2022,5,10,8,50,1,1
89,2022,5,10,8,55,1,1
28,2022,5,10,8,58,1,1
69,2022,5,10,9,10,1,2
20,2022,5,10,9,12,1,1
6,2022,5,10,9,14,1,1
76,2022,5,10,9,16,1,2
14,2022,5,10,9,27,1,1
27,2022,5,10,9,52,1,2
21,2022,5,10,9,55,1,2
62,2022,5,10,10,3,1,2
15,2022,5,10,10,15,1,1
24,2022,5,10,10,19,1,1
12,2022,5,10,10,35,1,1
29,2022,5,10,10,36,1,1
16,2022,5,10,10,42,1,1
2,2022,5,10,10,52,1,1
38,2022,5,10,10,57,1,1
13,2022,5,10,11,5,1,1
71,2022,5,10,11,12,1,1
26,2022,5,10,11,20,1,2
26,2022,5,10,12,58,1,2
93,2022,5,10,13,46,1,2
74,2022,5,10,13,52,1,1
45,2022,5,10,13,52,1,1
42,2022,5,10,13,52,1,1
67,2022,5,10,13,53,1,2
77,2022,5,10,13,54,1,2
60,2022,5,10,13,56,1,2
78,2022,5,10,14,0,1,1
3,2022,5,10,14,2,1,1
44,2022,5,10,14,4,1,2
9,2022,5,10,14,5,1,1
40,2022,5,10,14,5,1,1
